Time Stamps (s),Values,Labels,punc,dvop_next,dvop_prev,dx_next,dx_prev,dy_next,dy_prev,delta_next,delta_prev
43.04,0.0,M, ,0.11500000000000199,0.012999999999998124,0.11999999999999744,0.13000000000000256,-1.0,0.0,-8.333333333333512,0.0
43.16,-1.0,L, ,0.11400000000000432,0.0049999999999954525,0.11500000000000199,0.11999999999999744,1.0,-1.0,8.695652173912894,-8.333333333333512
43.275,0.0,M, ,0.16400000000000148,0.0009999999999976694,0.17500000000000426,0.11500000000000199,1.0,1.0,5.714285714285575,8.695652173912894
43.45,1.0,H-H, ,0.7099999999999937,0.011000000000002785,0.5999999999999943,0.17500000000000426,-1.0,1.0,-1.6666666666666825,5.714285714285575
44.05,0.0,M, ,0.10999999999999943,0.6109999999999971,0.13000000000000256,0.5999999999999943,1.0,-1.0,7.692307692307541,-1.6666666666666825
44.18,1.0,H, ,0.09700000000000131,0.020000000000003126,0.09499999999999886,0.13000000000000256,0.0,1.0,0.0,7.692307692307541
44.275,1.0,H, ,0.0020000000000024443,0.11500000000000199,0.08500000000000085,0.09499999999999886,0.0,0.0,0.0,0.0
44.36,1.0,H, ,0.08800000000000097,0.08299999999999841,0.10000000000000142,0.08500000000000085,-1.0,0.0,-9.999999999999858,0.0
44.46,0.0,M, ,0.18999999999999773,0.012000000000000455,0.18500000000000227,0.10000000000000142,-0.5,-1.0,-2.7027027027026693,-9.999999999999858
44.645,-0.5,M-L, ,0.0049999999999954525,0.19700000000000273,0.40499999999999403,0.18500000000000227,0.5,-0.5,1.234567901234586,-2.7027027027026693
45.05,0.0,M, ,0.09300000000000352,0.3999999999999986,0.12000000000000455,0.40499999999999403,0.0,0.5,0.0,1.234567901234586
45.17,0.0,M, ,0.22500000000000142,0.027000000000001023,0.22999999999999687,0.12000000000000455,0.5,0.0,2.1739130434782905,0.0
45.4,0.5,H-M, ,0.12700000000000244,0.0049999999999954525,0.14999999999999858,0.22999999999999687,-0.5,0.5,-3.333333333333365,2.1739130434782905
45.55,0.0,M, ,0.11899999999999977,0.022999999999996135,0.125,0.14999999999999858,0.5,-0.5,4.0,-3.333333333333365
45.675,0.5,M-H, ,0.5430000000000064,0.006000000000000227,0.5600000000000023,0.125,-0.5,0.5,-0.8928571428571392,4.0
46.235,0.0,M, ,0.0730000000000004,0.016999999999995907,0.07000000000000028,0.5600000000000023,0.0,-0.5,0.0,-0.8928571428571392
46.305,0.0,M, ,0.0030000000000001137,0.08699999999999619,0.22999999999999687,0.07000000000000028,0.0,0.0,0.0,0.0
46.535,0.0,M, ,0.16600000000000392,0.0030000000000001137,0.22500000000000142,0.22999999999999687,0.0,0.0,0.0,0.0
46.76,0.0,M, ,0.07500000000000284,0.006999999999997897,0.11500000000000199,0.22500000000000142,0.0,0.0,0.0,0.0
46.875,0.0,M, ,0.12299999999999756,0.003999999999997783,0.14000000000000057,0.11500000000000199,0.0,0.0,0.0,0.0
47.015,0.0,M, ,0.0519999999999996,0.017000000000003013,0.11999999999999744,0.14000000000000057,0.0,0.0,0.0,0.0
47.135,0.0,M, ,0.0010000000000047748,0.06799999999999784,0.08500000000000085,0.11999999999999744,0.0,0.0,0.0,0.0
47.22,0.0,M, ,0.4939999999999998,0.003999999999997783,0.21999999999999886,0.08500000000000085,-1.0,0.0,-4.545454545454569,0.0
47.44,-1.0,L, ,0.2740000000000009,0.22399999999999665,0.17500000000000426,0.21999999999999886,0.0,-1.0,0.0,-4.545454545454569
47.615,-1.0,L, ,0.09899999999999665,0.3990000000000009,0.15500000000000114,0.17500000000000426,0.0,0.0,0.0,0.0
47.77,-1.0,L, ,0.10099999999999909,0.014000000000002899,0.14499999999999602,0.15500000000000114,1.0,0.0,6.896551724138121,0.0
47.915,0.0,M, ,0.0030000000000001137,0.04399999999999693,0.060000000000002274,0.14499999999999602,-1.0,1.0,-16.666666666666035,6.896551724138121
47.975,-1.0,L, ,0.06799999999999784,0.05700000000000216,0.07000000000000028,0.060000000000002274,0.0,-1.0,0.0,-16.666666666666035
48.045,-1.0,L, ,0.9720000000000013,0.0020000000000024443,0.9799999999999969,0.07000000000000028,1.0,0.0,1.0204081632653095,0.0
49.025,0.0,M,.,0.10300000000000153,0.007999999999995566,0.10999999999999943,0.9799999999999969,-0.5,1.0,-4.545454545454569,1.0204081632653095
49.135,-0.5,M-L, ,0.7910000000000039,0.006999999999997897,0.8599999999999994,0.10999999999999943,0.5,-0.5,0.5813953488372097,-4.545454545454569
49.995,0.0,M, ,0.10600000000000165,0.06899999999999551,0.17999999999999972,0.8599999999999994,1.0,0.5,5.555555555555564,0.5813953488372097
50.175,1.0,H, ,0.011000000000002785,0.07399999999999807,0.7250000000000014,0.17999999999999972,-1.0,1.0,-1.3793103448275834,5.555555555555564
50.9,0.0,M, ,0.08899999999999864,0.001999999999995339,0.10000000000000142,0.7250000000000014,0.0,-1.0,0.0,-1.3793103448275834
51.0,0.0,M, ,0.06499999999999773,0.011000000000002785,0.10000000000000142,0.10000000000000142,0.0,0.0,0.0,0.0
51.1,0.0,M, ,0.0049999999999954525,0.035000000000003695,0.6099999999999994,0.10000000000000142,0.0,0.0,0.0,0.0
51.71,0.0,M, ,0.036999999999999034,0.4939999999999998,0.11999999999999744,0.6099999999999994,0.0,0.0,0.0,0.0
51.83,0.0,M, ,0.4579999999999984,0.0009999999999976694,0.5300000000000011,0.11999999999999744,0.0,0.0,0.0,0.0
52.36,0.0,M, ,0.14399999999999835,0.07200000000000273,0.21000000000000085,0.5300000000000011,0.0,0.0,0.0,0.0
52.57,0.0,M, ,0.06099999999999994,0.0020000000000024443,0.10999999999999943,0.21000000000000085,-1.0,0.0,-9.090909090909138,0.0
52.68,-1.0,L, ,0.12100000000000222,0.005000000000002558,0.13000000000000256,0.10999999999999943,0.0,-1.0,0.0,-9.090909090909138
52.81,-1.0,L, ,0.19999999999999574,0.009000000000000341,0.10999999999999943,0.13000000000000256,0.0,0.0,0.0,0.0
52.92,-1.0,L, ,0.0899999999999963,0.11899999999999977,0.10000000000000142,0.10999999999999943,0.0,0.0,0.0,0.0
53.02,-1.0,L, ,1.0259999999999962,0.010000000000005116,1.0499999999999972,0.10000000000000142,0.5,0.0,0.4761904761904775,0.0
54.07,-0.5,M-L,.,0.1880000000000024,0.02400000000000091,0.22999999999999687,1.0499999999999972,0.5,0.5,2.1739130434782905,0.4761904761904775
54.3,0.0,M, ,0.13000000000000256,0.001999999999995339,0.13000000000000256,0.22999999999999687,0.0,0.5,0.0,2.1739130434782905
54.43,0.0,M, ,0.07900000000000063,0.1319999999999979,0.0799999999999983,0.13000000000000256,0.0,0.0,0.0,0.0
54.51,0.0,M, ,0.5750000000000028,0.0009999999999976694,0.17500000000000426,0.0799999999999983,0.0,0.0,0.0,0.0
54.685,0.0,M, ,0.3999999999999986,0.17600000000000193,0.40500000000000114,0.17500000000000426,0.0,0.0,0.0,0.0
55.09,0.0,M, ,0.04999999999999716,0.005000000000002558,0.0449999999999946,0.40500000000000114,0.0,0.0,0.0,0.0
55.135,0.0,M, ,0.005000000000002558,0.04999999999999716,0.05000000000000426,0.0449999999999946,0.0,0.0,0.0,0.0
55.185,0.0,M, ,0.1869999999999976,0.0040000000000048885,0.19500000000000028,0.05000000000000426,0.0,0.0,0.0,0.0
55.38,0.0,M, ,0.28699999999999903,0.008000000000002672,0.14000000000000057,0.19500000000000028,0.0,0.0,0.0,0.0
55.52,0.0,M-M, ,0.14699999999999847,0.14800000000000324,0.23499999999999943,0.14000000000000057,0.0,0.0,0.0,0.0
55.755,0.0,M, ,0.05999999999999517,0.08800000000000097,0.06499999999999773,0.23499999999999943,0.0,0.0,0.0,0.0
55.82,0.0,M, ,0.07000000000000028,0.005000000000002558,0.07000000000000028,0.06499999999999773,0.0,0.0,0.0,0.0
55.89,0.0,M, ,0.13000000000000256,0.07500000000000284,0.18999999999999773,0.07000000000000028,0.0,0.0,0.0,0.0
56.08,0.0,M, ,0.17999999999999972,0.05999999999999517,0.18500000000000227,0.18999999999999773,0.0,0.0,0.0,0.0
56.265,0.0,M, ,0.05799999999999983,0.005000000000002558,0.11999999999999744,0.18500000000000227,0.0,0.0,0.0,0.0
56.385,0.0,M, ,0.12400000000000233,0.06199999999999761,0.13000000000000256,0.11999999999999744,1.0,0.0,7.692307692307541,0.0
56.515,1.0,H-H, ,0.679000000000002,0.006000000000000227,0.7149999999999963,0.13000000000000256,-1.0,1.0,-1.3986013986014059,7.692307692307541
57.23,0.0,M, ,0.0040000000000048885,0.03599999999999426,0.20000000000000284,0.7149999999999963,1.0,-1.0,4.999999999999929,-1.3986013986014059
57.43,1.0,H, ,0.07099999999999795,0.05700000000000216,0.11999999999999744,0.20000000000000284,0.0,1.0,0.0,4.999999999999929
57.55,1.0,H, ,0.0660000000000025,0.0030000000000001137,0.060000000000002274,0.11999999999999744,-1.0,0.0,-16.666666666666035,0.0
57.61,0.0,M, ,0.006000000000000227,0.06300000000000239,0.14000000000000057,0.060000000000002274,0.0,-1.0,0.0,-16.666666666666035
57.75,0.0,M, ,0.13700000000000045,0.0020000000000024443,0.14500000000000313,0.14000000000000057,0.0,0.0,0.0,0.0
57.895,0.0,M, ,0.117999999999995,0.008000000000002672,0.11499999999999488,0.14500000000000313,0.0,0.0,0.0,0.0
58.01,0.0,M, ,0.0030000000000001137,0.12299999999999756,0.15500000000000114,0.11499999999999488,-0.5,0.0,-3.2258064516128795,0.0
58.165,-0.5,M-L, ,0.39000000000000057,0.015000000000000568,0.4350000000000023,0.15500000000000114,0.5,-0.5,1.1494252873563158,-3.2258064516128795
58.6,0.0,M, ,0.15500000000000114,0.011000000000002785,0.25499999999999545,0.4350000000000023,0.0,0.5,0.0,1.1494252873563158
58.855,0.0,M, ,0.0519999999999996,0.0049999999999954525,0.054999999999999716,0.25499999999999545,-0.5,0.0,-9.090909090909138,0.0
58.91,-0.5,M-L, ,0.4490000000000052,0.0030000000000001137,0.3050000000000068,0.054999999999999716,-0.5,-0.5,-1.6393442622950454,-9.090909090909138
59.215,-1.0,L, ,0.14399999999999835,0.30800000000000693,0.13999999999999346,0.3050000000000068,0.0,-0.5,0.0,-1.6393442622950454
59.355,-1.0,L, ,0.0040000000000048885,0.4480000000000004,1.6799999999999997,0.13999999999999346,1.5,0.0,0.892857142857143,0.0
61.035,0.5,H-M,.,0.18300000000000693,0.01099999999999568,0.23500000000000654,1.6799999999999997,-0.5,1.5,-2.127659574468026,0.892857142857143
61.27,0.0,M, ,0.12099999999999511,0.006000000000000227,0.11999999999999744,0.23500000000000654,1.0,-0.5,8.333333333333512,-2.127659574468026
61.39,1.0,H, ,0.0009999999999976694,0.12599999999999767,0.0799999999999983,0.11999999999999744,-1.0,1.0,-12.500000000000266,8.333333333333512
61.47,0.0,H-L, ,0.5640000000000001,0.003999999999997783,0.4450000000000003,0.0799999999999983,0.0,-1.0,0.0,-12.500000000000266
61.915,0.0,M, ,0.11899999999999977,0.44899999999999807,0.14500000000000313,0.4450000000000003,0.0,0.0,0.0,0.0
62.06,0.0,M, ,0.08899999999999864,0.026000000000003354,0.08500000000000085,0.14500000000000313,1.0,0.0,11.764705882352823,0.0
62.145,1.0,H, ,0.003999999999997783,0.1110000000000042,0.0899999999999963,0.08500000000000085,0.0,1.0,0.0,11.764705882352823
62.235,1.0,H, ,0.08899999999999864,0.0009999999999976694,0.11999999999999744,0.0899999999999963,-1.0,0.0,-8.333333333333512,0.0
62.355,0.0,M, ,0.10000000000000142,0.030999999999998806,0.14000000000000057,0.11999999999999744,0.0,-1.0,0.0,-8.333333333333512
62.495,0.0,M, ,0.09500000000000597,0.0009999999999976694,0.10000000000000142,0.14000000000000057,0.0,0.0,0.0,0.0
62.595,0.0,M, ,0.10300000000000153,0.0049999999999954525,0.10999999999999943,0.10000000000000142,0.0,0.0,0.0,0.0
62.705,0.0,M, ,0.11700000000000443,0.006999999999997897,0.12000000000000455,0.10999999999999943,0.0,0.0,0.0,0.0
62.825,0.0,M, ,0.22299999999999898,0.0030000000000001137,0.2849999999999966,0.12000000000000455,-1.0,0.0,-3.5087719298246034,0.0
63.11,-1.0,L, ,0.10200000000000387,0.012999999999998124,0.10500000000000398,0.2849999999999966,1.0,-1.0,9.523809523809163,-3.5087719298246034
63.215,0.0,M, ,0.2709999999999937,0.0030000000000001137,0.17499999999999716,0.10500000000000398,0.0,1.0,0.0,9.523809523809163
63.39,0.0,M, ,0.09599999999999653,0.17799999999999727,0.10499999999999687,0.17499999999999716,0.0,0.0,0.0,0.0
63.495,0.0,M, ,0.15000000000000568,0.009000000000000341,0.1600000000000037,0.10499999999999687,0.0,0.0,0.0,0.0
63.655,0.0,M, ,0.06199999999999761,0.00999999999999801,0.06499999999999773,0.1600000000000037,-0.5,0.0,-7.692307692307962,0.0
63.72,-0.5,M-L, ,0.5730000000000075,0.0030000000000001137,0.644999999999996,0.06499999999999773,0.5,-0.5,0.7751937984496172,-7.692307692307962
64.365,0.0,M, ,0.08500000000000796,0.006999999999990791,0.09499999999999886,0.644999999999996,0.0,0.5,0.0,0.7751937984496172
64.46,0.0,M, ,0.14500000000001023,0.009999999999990905,0.1700000000000017,0.09499999999999886,0.0,0.0,0.0,0.0
64.63,0.0,M, ,0.23900000000000432,0.024999999999991473,0.0799999999999983,0.1700000000000017,-1.0,0.0,-12.500000000000266,0.0
64.71,-1.0,L, ,0.15900000000000603,0.10499999999998977,0.17500000000001137,0.0799999999999983,1.0,-1.0,5.714285714285343,-12.500000000000266
64.885,0.0,M, ,0.05499999999999261,0.016000000000005343,0.05999999999998806,0.17500000000001137,0.0,1.0,0.0,5.714285714285343
64.945,0.0,M, ,0.1010000000000133,0.0049999999999954525,0.10500000000000398,0.05999999999998806,0.0,0.0,0.0,0.0
65.05,0.0,M, ,0.30100000000000193,0.003999999999990678,0.17499999999999716,0.10500000000000398,-1.0,0.0,-5.714285714285807,0.0
65.225,-1.0,L, ,0.12600000000000477,0.17899999999998784,0.1600000000000108,0.17499999999999716,0.5,-1.0,3.124999999999789,-5.714285714285807
65.385,-0.5,M-L, ,0.11199999999999477,0.034000000000006025,0.23499999999999943,0.1600000000000108,0.0,0.5,0.0,3.124999999999789
65.62,-0.5,M-L, ,0.2560000000000002,0.12300000000000466,0.14000000000000057,0.23499999999999943,-0.5,0.0,-3.571428571428557,0.0
65.76,-1.0,L, ,0.11599999999999966,0.26300000000000523,0.11999999999999034,0.14000000000000057,0.0,-0.5,0.0,-3.571428571428557
65.88,-1.0,L,.,-64.88,0.003999999999990678,1.0,0.11999999999999034,1.0,0.0,1.0,0.0
0.385,0.0,M, ,0.12632,0.010060000000000013,0.13,1.0,0.0,1.0,0.0,1.0
0.515,0.0,M, ,0.04862999999999995,0.0036800000000000166,0.09499999999999997,0.13,-1.0,0.0,-10.526315789473687,0.0
0.61,-1.0,L, ,0.11570999999999998,0.0033600000000000296,0.125,0.09499999999999997,1.5,-1.0,12.0,-10.526315789473687
0.735,0.5,M-H, ,0.9174000000000001,0.00929000000000002,0.8350000000000001,0.125,-0.5,1.5,-0.5988023952095808,12.0
1.57,0.0,M,!,0.08240000000000003,0.8442900000000001,0.135,0.8350000000000001,1.0,-0.5,7.4074074074074066,-0.5988023952095808
1.705,1.0,H, ,0.04079999999999995,0.05259999999999998,0.09499999999999997,0.135,0.0,1.0,0.0,7.4074074074074066
1.8,1.0,H, ,0.04159999999999986,0.054200000000000026,0.135,0.09499999999999997,0.0,0.0,0.0,0.0
1.935,1.0,H, ,0.11149999999999993,0.045500000000000096,0.1299999999999999,0.135,0.0,0.0,0.0,0.0
2.065,1.0,H, ,0.15649999999999986,0.01849999999999996,0.30500000000000016,0.1299999999999999,-1.0,0.0,-3.2786885245901622,0.0
2.37,0.0,M, ,0.00019999999999997797,0.04709999999999992,0.16500000000000004,0.30500000000000016,0.0,-1.0,0.0,-3.2786885245901622
2.535,0.0,M, ,0.14239999999999986,0.007300000000000306,0.14500000000000002,0.16500000000000004,0.0,0.0,0.0,0.0
2.68,0.0,M, ,0.07599999999999962,0.0026000000000001577,0.08999999999999986,0.14500000000000002,0.0,0.0,0.0,0.0
2.77,0.0,M, ,0.3012999999999999,0.014000000000000234,0.31000000000000005,0.08999999999999986,0.0,0.0,0.0,0.0
3.08,0.0,M, ,0.09960000000000013,0.008700000000000152,0.10499999999999998,0.31000000000000005,0.0,0.0,0.0,0.0
3.185,0.0,M, ,0.06659999999999977,0.005399999999999849,0.06499999999999995,0.10499999999999998,0.0,0.0,0.0,0.0
3.25,0.0,M, ,0.0015999999999998238,0.0703999999999998,0.28500000000000014,0.06499999999999995,0.5,0.0,1.7543859649122797,0.0
3.535,0.5,M-H, ,0.8540000000000001,0.0030000000000001137,0.6849999999999996,0.28500000000000014,-1.5,0.5,-2.1897810218978115,1.7543859649122797
4.22,-1.0,L, ,0.16900000000000048,0.6879999999999997,0.16500000000000004,0.6849999999999996,1.0,-1.5,6.06060606060606,-2.1897810218978115
4.385,0.0,M, ,0.004000000000000448,0.8529999999999998,0.08499999999999996,0.16500000000000004,1.0,1.0,11.764705882352946,6.06060606060606
4.47,1.0,H, ,0.10099999999999998,0.08099999999999952,0.10000000000000053,0.08499999999999996,0.0,1.0,0.0,11.764705882352946
4.57,1.0,H, ,0.0009999999999994458,0.18100000000000005,0.09499999999999975,0.10000000000000053,-1.0,0.0,-10.526315789473712,0.0
4.665,0.0,M, ,0.07390000000000008,0.014499999999999957,0.17999999999999972,0.09499999999999975,0.0,-1.0,0.0,-10.526315789473712
4.845,0.0,M, ,0.056700000000000195,0.008999999999999453,0.07500000000000018,0.17999999999999972,0.0,0.0,0.0,0.0
4.92,0.0,M, ,0.06130000000000013,0.018299999999999983,0.054999999999999716,0.07500000000000018,0.0,0.0,0.0,0.0
4.975,0.0,M, ,0.006300000000000416,0.0732999999999997,0.15500000000000025,0.054999999999999716,0.0,0.0,0.0,0.0
5.13,0.0,M, ,0.1684000000000001,0.0038999999999997925,0.17499999999999982,0.15500000000000025,-0.5,0.0,-2.85714285714286,0.0
5.305,-0.5,M-L, ,0.6421999999999999,0.006599999999999717,0.6600000000000001,0.17499999999999982,0.5,-0.5,0.7575757575757575,-2.85714285714286
5.965,0.0,M-M, ,0.2126999999999999,0.01780000000000026,0.21499999999999986,0.6600000000000001,0.0,0.5,0.0,0.7575757575757575
6.18,0.0,M, ,0.12070000000000025,0.0022999999999999687,0.125,0.21499999999999986,0.0,0.0,0.0,0.0
6.305,0.0,M, ,0.07739999999999991,0.0042999999999997485,0.15000000000000036,0.125,0.0,0.0,0.0,0.0
6.455,0.0,M, ,0.0743999999999998,0.007200000000000095,0.22999999999999954,0.15000000000000036,-1.0,0.0,-4.34782608695653,0.0
6.685,-1.0,L, ,0.0032000000000005357,0.15559999999999974,0.22500000000000053,0.22999999999999954,1.0,-1.0,4.444444444444434,-4.34782608695653
6.91,0.0,M, ,0.17100000000000026,0.012000000000000455,0.17499999999999982,0.22500000000000053,0.0,1.0,0.0,4.444444444444434
7.085,0.0,M, ,0.25480000000000036,0.0039999999999995595,0.08499999999999996,0.17499999999999982,-1.0,0.0,-11.764705882352946,0.0
7.17,-1.0,L, ,0.1698000000000004,0.08899999999999952,0.17999999999999972,0.08499999999999996,1.0,-1.0,5.555555555555564,-11.764705882352946
7.35,0.0,M, ,0.08480000000000043,0.01019999999999932,0.09000000000000075,0.17999999999999972,0.0,1.0,0.0,5.555555555555564
7.44,0.0,M, ,0.1075999999999997,0.0052000000000003155,0.11499999999999932,0.09000000000000075,0.0,0.0,0.0,0.0
7.555,0.0,M, ,0.06040000000000045,0.007399999999999629,0.06500000000000039,0.11499999999999932,0.0,0.0,0.0,0.0
7.62,0.0,M, ,0.125,0.0045999999999999375,0.1849999999999996,0.06500000000000039,0.0,0.0,0.0,0.0
7.805,0.0,M, ,0.002200000000000202,0.05999999999999961,0.8149999999999995,0.1849999999999996,0.0,0.0,0.0,0.0
8.62,0.0,M,",",0.10050000000000026,0.006399999999999295,0.10000000000000142,0.8149999999999995,0.0,0.0,0.0,0.0
8.72,0.0,M, ,0.0004999999999988347,0.10640000000000072,0.11999999999999922,0.10000000000000142,0.5,0.0,4.166666666666694,0.0
8.84,0.5,H-M, ,9.999999999976694e-05,0.053300000000000125,0.23499999999999943,0.11999999999999922,-0.5,0.5,-2.1276595744680904,4.166666666666694
9.075,0.0,M, ,0.06350000000000122,0.009499999999999176,0.06500000000000128,0.23499999999999943,0.0,-0.5,0.0,-2.1276595744680904
9.14,0.0,M, ,0.08319999999999972,0.0015000000000000568,0.08499999999999908,0.06500000000000128,0.0,0.0,0.0,0.0
9.225,0.0,M, ,0.08730000000000082,0.0017999999999993577,0.09500000000000064,0.08499999999999908,-1.0,0.0,-10.526315789473614,0.0
9.32,-1.0,L, ,0.09890000000000043,0.007699999999999818,0.10999999999999943,0.09500000000000064,0.0,-1.0,0.0,-10.526315789473614
9.43,-1.0,L, ,0.10749999999999993,0.011099999999999,0.1899999999999995,0.10999999999999943,1.0,0.0,5.263157894736856,0.0
9.62,0.0,M, ,0.07240000000000002,0.005099999999998772,0.07500000000000107,0.1899999999999995,0.0,1.0,0.0,5.263157894736856
9.695,0.0,M, ,0.19130000000000003,0.002600000000001046,0.14000000000000057,0.07500000000000107,0.0,0.0,0.0,0.0
9.835,0.0,M, ,0.05129999999999946,0.14260000000000161,0.054999999999999716,0.14000000000000057,0.0,0.0,0.0,0.0
9.89,0.0,M, ,0.125,0.0037000000000002586,0.20999999999999908,0.054999999999999716,-1.0,0.0,-4.761904761904783,0.0
10.1,-1.0,L, ,0.6280000000000001,0.017999999999998906,0.6449999999999996,0.20999999999999908,1.0,-1.0,1.5503875968992258,-4.761904761904783
10.745,0.0,M, ,0.12100000000000044,0.01699999999999946,0.125,0.6449999999999996,-1.0,1.0,-8.0,1.5503875968992258
10.87,-1.0,L-L, ,0.4540000000000006,0.0039999999999995595,0.5050000000000008,0.125,1.0,-1.0,1.980198019801977,-8.0
11.375,0.0,M, ,0.13400000000000034,0.0009999999999994458,0.1850000000000005,0.5050000000000008,0.0,1.0,0.0,1.980198019801977
11.56,0.0,M, ,0.12199999999999989,0.009999999999999787,0.125,0.1850000000000005,0.0,0.0,0.0,0.0
11.685,0.0,M, ,0.08899999999999864,0.0030000000000001137,0.1399999999999988,0.125,-1.0,0.0,-7.1428571428572045,0.0
11.825,-1.0,L, ,0.13000000000000078,0.051000000000000156,0.19000000000000128,0.1399999999999988,0.0,-1.0,0.0,-7.1428571428572045
12.015,-1.0,L, ,0.22999999999999865,0.014000000000001123,0.3049999999999997,0.19000000000000128,0.0,0.0,0.0,0.0
12.32,-1.0,L, ,0.9089999999999989,0.008000000000000895,1.0399999999999991,0.3049999999999997,1.0,0.0,0.9615384615384623,0.0
13.36,0.0,M,.,0.008000000000000895,0.06700000000000017,0.08999999999999986,1.0399999999999991,0.0,1.0,0.0,0.9615384615384623
13.45,0.0,M, ,0.11700000000000088,0.0009999999999994458,0.13000000000000078,0.08999999999999986,0.0,0.0,0.0,0.0
13.58,0.0,M, ,0.11899999999999977,0.0129999999999999,0.11999999999999922,0.13000000000000078,0.0,0.0,0.0,0.0
13.7,0.0,M, ,0.062000000000001165,0.0009999999999994458,0.06500000000000128,0.11999999999999922,0.0,0.0,0.0,0.0
13.765,0.0,M, ,0.1559999999999988,0.0030000000000001137,0.17999999999999972,0.06500000000000128,0.0,0.0,0.0,0.0
13.945,0.0,M, ,0.18200000000000038,0.02400000000000091,0.1999999999999993,0.17999999999999972,0.0,0.0,0.0,0.0
14.145,0.0,M, ,0.12700000000000067,0.017999999999998906,0.16999999999999993,0.1999999999999993,0.0,0.0,0.0,0.0
14.315,0.0,M, ,0.1349999999999998,0.0009999999999994458,0.1349999999999998,0.16999999999999993,0.0,0.0,0.0,0.0
14.45,0.0,M, ,0.11000000000000121,0.13599999999999923,0.11500000000000021,0.1349999999999998,-0.5,0.0,-4.3478260869565135,0.0
14.565,-0.5,M-L, ,0.7309999999999999,0.004999999999999005,0.9000000000000004,0.11500000000000021,0.5,-0.5,0.5555555555555554,-4.3478260869565135
15.465,0.0,M, ,0.006999999999999673,0.02800000000000047,0.1349999999999998,0.9000000000000004,0.0,0.5,0.0,0.5555555555555554
15.6,0.0,M, ,0.09800000000000075,0.0039999999999995595,0.10500000000000043,0.1349999999999998,0.0,0.0,0.0,0.0
15.705,0.0,M, ,0.15700000000000003,0.006999999999999673,0.16000000000000014,0.10500000000000043,0.0,0.0,0.0,0.0
15.865,0.0,M, ,0.08199999999999896,0.0030000000000001137,0.08499999999999908,0.16000000000000014,0.0,0.0,0.0,0.0
15.95,0.0,M, ,0.125,0.0030000000000001137,0.14499999999999957,0.08499999999999908,0.0,0.0,0.0,0.0
16.095,0.0,M, ,0.04800000000000182,0.019999999999999574,0.14499999999999957,0.14499999999999957,-1.0,0.0,-6.896551724137951,0.0
16.24,-1.0,L, ,0.08200000000000074,0.005999999999996675,0.2950000000000017,0.14499999999999957,2.0,-1.0,6.779661016949113,-6.896551724137951
16.535,1.0,H-H, ,0.690999999999999,0.0070000000000014495,0.620000000000001,0.2950000000000017,-1.0,2.0,-1.612903225806449,6.779661016949113
17.155,0.0,M, ,0.07099999999999795,0.6270000000000024,0.11499999999999844,0.620000000000001,1.0,-1.0,8.695652173913162,-1.612903225806449
17.27,1.0,H, ,0.13599999999999923,0.04400000000000048,0.21000000000000085,0.11499999999999844,-0.5,1.0,-2.380952380952371,8.695652173913162
17.48,0.5,H-M, ,0.12199999999999989,0.004000000000001336,0.129999999999999,0.21000000000000085,-0.5,-0.5,-3.8461538461538756,-2.380952380952371
17.61,0.0,M, ,0.10000000000000142,0.007999999999999119,0.10500000000000043,0.129999999999999,0.0,-0.5,0.0,-3.8461538461538756
17.715,0.0,M, ,0.13100000000000023,0.004999999999999005,0.13500000000000156,0.10500000000000043,0.0,0.0,0.0,0.0
17.85,0.0,M, ,0.1280000000000001,0.004000000000001336,0.134999999999998,0.13500000000000156,0.0,0.0,0.0,0.0
17.985,0.0,M, ,0.31899999999999906,0.006999999999997897,0.25,0.134999999999998,0.0,0.0,0.0,0.0
18.235,0.0,M, ,0.06899999999999906,0.2569999999999979,0.10500000000000043,0.25,0.0,0.0,0.0,0.0
18.34,0.0,M, ,0.07199999999999918,0.036000000000001364,0.08000000000000185,0.10500000000000043,-1.0,0.0,-12.499999999999712,0.0
18.42,-1.0,L, ,0.12799999999999656,0.008000000000002672,0.13999999999999702,0.08000000000000185,0.0,-1.0,0.0,-12.499999999999712
18.56,-1.0,L, ,0.08200000000000074,0.012000000000000455,0.08500000000000085,0.13999999999999702,1.0,0.0,11.764705882352823,0.0
18.645,0.0,M, ,0.08399999999999963,0.0030000000000001137,0.14499999999999957,0.08500000000000085,0.0,1.0,0.0,11.764705882352823
18.79,0.0,M, ,0.3279999999999994,0.004999999999999005,0.14000000000000057,0.14499999999999957,-1.0,0.0,-7.142857142857114,0.0
18.93,-1.0,L, ,0.18799999999999883,0.14499999999999957,0.19000000000000128,0.14000000000000057,0.0,-1.0,0.0,-7.142857142857114
19.12,-1.0,L, ,0.053999999999998494,0.0020000000000024443,0.054999999999999716,0.19000000000000128,0.0,0.0,0.0,0.0
19.175,-1.0,L, ,0.09799999999999898,0.0010000000000012221,0.10999999999999943,0.054999999999999716,0.0,0.0,0.0,0.0
19.285,-1.0,L, ,0.8189999999999991,0.012000000000000455,0.8449999999999989,0.10999999999999943,1.0,0.0,1.1834319526627235,0.0
20.13,0.0,M,.,0.15900000000000247,0.0259999999999998,0.16000000000000014,0.8449999999999989,0.0,1.0,0.0,1.1834319526627235
20.29,0.0,M, ,0.08099999999999952,0.0009999999999976694,0.26000000000000156,0.16000000000000014,-0.5,0.0,-1.9230769230769116,0.0
