VOPs
0.37494
0.51132
0.56363
0.60664
0.72571
1.6524
1.7458
1.8416
1.8895
2.0465
2.2215
2.2928
2.3229
2.3702
2.4786
2.5277
2.6774
2.756
3.0713
3.1796
3.2516
3.3722
3.5093
3.532
4.389
4.571
4.6505
4.7389
4.836
4.9017
4.9813
5.0759
5.1261
5.2984
5.9472
6.1777
6.3007
6.3824
6.4478
6.5294
6.6882
6.898
7.081
7.3398
7.4348
7.5476
7.6154
7.745
7.8072
8.6136
8.7205
8.7867
8.8401
8.9855
9.0655
9.1385
9.2232
9.3123
9.4189
9.5375
9.6149
9.6924
9.8863
10.015
10.082
10.728
10.866
11.324
11.374
11.509
11.55
11.682
11.774
11.955
12.001
12.245
12.303
12.312
13.229
13.263
13.293
13.368
13.449
13.567
13.699
13.762
13.921
14.127
14.272
14.314
14.45
14.56
15.296
15.437
15.472
15.56
15.596
15.698
15.862
15.947
16.075
16.143
16.234
16.322
16.528
17.226
17.406
17.476
17.602
17.71
17.846
17.978
18.304
18.34
18.412
18.548
18.642
18.729
18.785
19.118
19.174
19.273
20.104
20.289
20.371
20.488
21.055
21.219
21.29
22.026
22.065
22.201
22.339
22.99
23.178
23.238
23.419
23.581
23.698
23.773
23.833
23.981
24.158
24.192
24.274
24.435
24.574
24.749
25.166
25.255
25.938
26.053
26.372
26.404
26.538
26.681
26.754
26.838
26.927
27.015
27.153
27.245
27.32
27.379
27.651
27.731
28.018
28.185
28.996
29.174
29.219
29.323
29.394
29.431
29.47
29.747
29.853
30.74
30.793
30.887
30.945
31.013
31.072
31.229
31.354
31.587
31.687
31.771
31.823
31.942
32.031
32.167
32.653
32.804
32.832
32.919
33.154
33.309
33.45
33.631
33.699
34.287
34.369
34.571
34.632
34.869
35.002
35.143
35.222
35.275
35.511
35.545
35.636
