rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	hesitation	speaker_id	before_pause	after_pause	pause_dur	iso_dur
0.819	0.8191213151927417	0.8941213151927417	104	116	111	111	81.62	111	111	111	111	81.63	0	0	0	0	0	0	0	46	46	0	0.07500000000000007	0	0	0	0.8191	0	80.5	0	1	0	1	0	0.22999999999999998
1.049	1.0491213151927417	1.1441213151927396	100	104	103	102	80.18	103	103	103	103	80.36	0	0	-1.17	0	0	0	0	37	37	0	0.09499999999999797	0	0	0	0.155	0	79.4	0	1	0	0	0	0.1499999999999999
1.199	1.1991213151927416	1.26912131519274	91	115	105	103	80.35	105	105	105	105	80.66	0	0	0.42	0	0	0	0	39	39	0	0.06999999999999851	0	0	0	0.055	0	80.6	0	1	0	0	0	0.09000000000000008
1.289	1.2891213151927416	1.3441213151927405	85	88	87	87	77.33	87	87	87	87	77.38	0	0	-3.19	0	0	0	0	15	15	0	0.05499999999999883	0	0	0	0.02	0	78	0	1	0	0	0	0.19499999999999984
1.484	1.4841213151927415	1.5141213151927408	87	108	94	96	79.08	94	94	94	94	78.75	0	0	1.44	0	0	0	0	25	25	0	0.02999999999999936	0	0	0	0.14	0	77.2	0	1	0	0	0	0.09499999999999997
1.579	1.5791213151927415	1.6141213151927407	97	105	104	102	80.11	104	104	104	104	80.42	0	0	1.76	0	0	0	0	38	38	0	0.034999999999999254	0	0	0	0.065	0	79.1	0	1	0	0	0	0.15500000000000003
1.734	1.7341213151927415	1.754121315192741	82	93	90	88	77.56	90	90	90	90	77.93	0	0	-2.47	0	0	0	0	19	19	0	0.019999999999999574	0	0	0	0.12	0	74.8	0	1	0	0	0	0.18000000000000016
1.914	1.9141213151927416	1.99412131519274	79	93	84	85	77.02	84	84	84	84	76.83	0	0	-1.07	0	0	0	0	11	11	0	0.0799999999999983	0	0	0	0.16	0	77.1	0	1	0	0	0	0.11999999999999988
2.034	2.0341213151927415	2.149121315192739	128	233	208	194	91.24	128	233	128	233	94.37	1	9.44	7.41	9.44	0	9.44	0	64	100	76	0.11499999999999755	0	0	0	0.04	0	77.6	0	1	1	0	0.835	0.11499999999999755
2.984	2.9841213151927417	3.0391213151927405	100	104	104	102	80.21	104	104	104	104	80.43	0	0	-13.94	0	0	0	0	38	38	0	0.05499999999999883	0	0	0	0.835	0	80.5	0	1	0	1	0	0.08499999999999996
3.069	3.0691213151927417	3.104121315192741	104	108	105	106	80.76	105	105	105	105	80.71	0	0	0.3	0	0	0	0	39	39	0	0.034999999999999254	0	0	0	0.03	0	80.3	0	1	0	0	0	0.19999999999999973
3.269	3.2691213151927414	3.3041213151927407	83	97	89	87	77.36	89	89	89	89	77.77	0	0	-2.8	0	0	0	0	18	18	0	0.034999999999999254	0	0	0	0.165	0	75.3	0	1	1	0	1.48	0.034999999999999254
4.784	4.784121315192742	4.844121315192741	138	148	145	144	86.13	145	145	145	145	86.21	0	0	8.5	0	0	0	0	80	80	0	0.05999999999999872	0	0	0	1.48	0	83.4	0	1	0	1	0	0.14500000000000046
4.929	4.929121315192742	4.984121315192741	136	178	157	159	87.79	157	157	157	157	87.56	0	0	1.41	0	0	0	0	90	90	0	0.05499999999999883	0	0	0	0.085	0	81.1	0	1	0	0	0	0.10499999999999954
5.034	5.034121315192742	5.11412131519274	128	144	132	133	84.77	132	132	132	132	84.55	0	0	-2.99	0	0	0	0	68	68	0	0.0799999999999983	0	0	0	0.05	0	81.9	0	1	0	0	0	0.20500000000000007
5.239	5.239121315192742	5.299121315192741	93	114	107	105	80.64	107	107	107	107	80.98	0	0	-3.56	0	0	0	0	41	41	0	0.05999999999999872	0	0	0	0.125	0	80.5	0	1	0	0	0	0.125
5.364	5.364121315192742	5.414121315192741	93	95	94	94	78.69	94	94	94	94	78.66	0	0	-2.23	0	0	0	0	25	25	0	0.049999999999998934	0	0	0	0.065	0	77.4	0	1	0	0	0	0.07500000000000018
5.439	5.439121315192742	5.504121315192741	91	99	93	94	78.68	93	93	93	93	78.52	0	0	-0.14	0	0	0	0	24	24	0	0.06499999999999861	0	0	0	0.025	0	77.3	0	1	0	0	0	0.1899999999999995
5.629	5.629121315192742	5.70412131519274	87	101	90	91	78.16	90	90	90	90	77.95	0	0	-0.52	0	0	0	0	19	19	0	0.0749999999999984	0	0	0	0.125	0	76.1	0	1	0	0	0	0.11500000000000021
5.744	5.744121315192742	5.81912131519274	67	98	85	83	76.61	98	67	67	98	79.47	-1	-6.48	1.56	0	-6.48	6.48	0	30	0	-49	0.0749999999999984	0	0	0	0.04	0	75.1	0	1	0	0	0	0.15000000000000036
5.894	5.894121315192742	5.909121315192742	79	85	81	81	76.16	81	81	81	81	76.2	0	0	3.41	0	0	0	1	6	6	0	0.01499999999999968	0	0	0	0.075	0	63.4	0	1	1	0	0.72	0.01499999999999968
6.629	6.629121315192742	6.71912131519274	86	115	94	95	79	115	86	86	115	82.16	-1	-4.94	6.09	0	-4.94	4.94	0	51	14	-37	0.08999999999999808	0	0	0	0.72	0	68.3	0	1	0	1	0	0.19500000000000028
6.824	6.824121315192742	6.879121315192741	133	143	141	140	85.65	141	141	141	141	85.78	0	0	8.67	0	0	0	0	77	77	0	0.05499999999999883	0	0	0	0.105	0	81.3	0	1	0	0	0	0.16000000000000014
6.984	6.984121315192742	7.0591213151927406	122	162	144	143	85.92	162	122	122	162	88.14	-1	-4.97	2.47	0	-4.97	4.97	0	94	58	-37	0.0749999999999984	0	0	0	0.105	0	82.3	0	1	0	0	0	0.17999999999999972
7.164	7.164121315192742	7.24912131519274	96	126	112	111	81.66	126	96	96	126	83.81	-1	-4.75	0.65	0	-4.75	4.75	0	62	28	-35	0.08499999999999819	0	0	0	0.105	0	80.3	0	1	0	0	0	0.1900000000000004
7.354	7.354121315192742	7.414121315192741	94	116	107	106	80.8	107	107	107	107	80.9	0	0	1.88	0	0	0	0	41	41	0	0.05999999999999872	0	0	0	0.105	0	81.1	0	1	0	0	0	0.1349999999999998
7.489	7.489121315192742	7.519121315192741	86	111	97	96	79.03	97	97	97	97	79.32	0	0	-1.58	0	0	0	0	29	29	0	0.02999999999999936	0	0	0	0.075	0	78.5	0	1	0	0	0	0.04999999999999982
7.539	7.539121315192742	7.599121315192741	83	93	89	88	77.6	89	89	89	89	77.72	0	0	-1.47	0	0	0	0	18	18	0	0.05999999999999872	0	0	0	0.02	0	77.8	0	1	0	0	0	0.11000000000000032
7.649	7.649121315192742	7.709121315192741	83	91	90	89	77.8	90	90	90	90	78.09	0	0	0.38	0	0	0	0	19	19	0	0.05999999999999872	0	0	0	0.05	0	75.7	0	1	0	0	0	0.15000000000000036
7.799	7.7991213151927425	7.949121315192739	95	99	98	97	79.35	98	98	98	98	79.41	0	0	1.51	0	0	0	0	30	30	0	0.1499999999999968	0	0	0	0.09	0	78.5	0	1	0	0	0	0.22000000000000064
8.019	8.019121315192743	8.134121315192761	111	174	148	145	86.17	111	174	111	174	89.38	1	6.41	2.24	6.41	0	6.41	0	46	100	57	0.11500000000001798	0	0	0	0.07	0	76.9	0	1	1	0	1.015	0.11500000000001798
9.149	9.149121315192742	9.234121315192755	133	150	146	144	86.09	146	146	146	146	86.3	0	0	-3.01	0	0	0	0	81	81	0	0.08500000000001329	0	0	0	1.015	0	81.5	0	1	0	1	0	0.1899999999999995
9.339	9.339121315192742	9.369121315192746	155	179	164	166	88.58	164	164	164	164	88.34	0	0	2.06	0	0	0	0	96	96	0	0.03000000000000469	0	0	0	0.105	0	81.6	0	1	0	0	0	0.15500000000000114
9.494	9.494121315192743	9.549121315192751	115	134	130	129	84.15	130	130	130	130	84.38	0	0	-3.91	0	0	0	0	66	66	0	0.0550000000000086	0	0	0	0.125	0	80	0	1	0	0	0	0.11500000000000021
9.609	9.609121315192743	9.634121315192747	101	112	108	109	81.32	108	108	108	108	81.21	0	0	-3.06	0	0	0	0	43	43	0	0.025000000000003908	0	0	0	0.06	0	79.4	0	1	0	0	0	0.054999999999999716
9.664	9.664121315192743	9.71412131519275	84	93	89	88	77.71	89	89	89	89	77.73	0	0	-3.33	0	0	0	0	18	18	0	0.050000000000007816	0	0	0	0.03	0	77.8	0	1	0	0	0	0.10999999999999943
9.774	9.774121315192742	9.82912131519275	87	93	92	91	78.26	92	92	92	92	78.39	0	0	0.68	0	0	0	0	22	22	0	0.0550000000000086	0	0	0	0.06	0	77.2	0	1	0	0	0	0.16999999999999993
9.944	9.944121315192742	10.074121315192762	94	102	101	99	79.71	101	101	101	101	79.97	0	0	1.68	0	0	0	0	34	34	0	0.13000000000002032	0	0	0	0.115	0	79	0	1	0	0	0	0.2550000000000008
10.199	10.199121315192743	10.30412131519276	115	152	140	136	85.06	115	152	115	152	86.98	1	4.8	2.27	4.8	0	4.8	0	51	86	35	0.10500000000001641	0	0	0	0.125	0	75.6	0	1	1	0	0.795	0.10500000000001641
11.099	11.099121315192741	11.194121315192756	111	121	117	117	82.5	117	117	117	117	82.52	0	0	-4.45	0	0	0	0	53	53	0	0.09500000000001485	0	0	0	0.795	0	80	0	1	0	1	0	0.13000000000000078
11.229	11.229121315192742	11.27412131519275	109	115	114	113	81.88	114	114	114	114	82.04	0	0	-0.4	0	0	0	0	49	49	0	0.045000000000007034	0	0	0	0.035	0	80.7	0	1	0	0	0	0.29499999999999993
11.524	11.524121315192742	11.589121315192752	146	158	151	152	87.01	151	151	151	151	86.94	0	0	4.94	0	0	0	0	85	85	0	0.06500000000001016	0	0	0	0.25	0	83.1	0	1	0	0	0	0.16000000000000014
11.684	11.684121315192742	11.719121315192748	144	173	153	155	87.33	153	153	153	153	87.2	0	0	0.34	0	0	0	0	87	87	0	0.03500000000000547	0	0	0	0.095	0	81.6	0	1	0	0	0	0.11999999999999922
11.804	11.804121315192742	11.894121315192756	117	133	123	125	83.59	123	123	123	123	83.45	0	0	-3.64	0	0	0	0	59	59	0	0.09000000000001407	0	0	0	0.085	0	80.4	0	1	0	0	0	0.16000000000000014
11.964	11.964121315192742	12.009121315192749	112	135	125	124	83.45	125	125	125	125	83.64	0	0	0.33	0	0	0	0	61	61	0	0.045000000000007034	0	0	0	0.07	0	79.3	0	1	0	0	0	0.10000000000000142
12.064	12.064121315192743	12.124121315192752	92	105	98	99	79.66	98	98	98	98	79.54	0	0	-4.05	0	0	0	0	30	30	0	0.06000000000000938	0	0	0	0.055	0	80.3	0	1	0	0	0	0.08999999999999986
12.154	12.154121315192743	12.219121315192753	82	94	89	90	77.92	89	89	89	89	77.83	0	0	-1.54	0	0	0	0	18	18	0	0.06500000000001016	0	0	0	0.03	0	78.8	0	1	0	0	0	0.15499999999999936
12.309	12.309121315192742	12.374121315192752	98	101	98	99	79.64	98	98	98	98	79.55	0	0	1.84	0	0	0	0	30	30	0	0.06500000000001016	0	0	0	0.09	0	79.9	0	1	0	0	0	0.09999999999999964
12.409	12.409121315192742	12.444121315192747	113	114	114	114	82.08	114	114	114	114	82.08	0	0	2.71	0	0	0	0	49	49	0	0.03500000000000547	0	0	0	0.035	0	80.1	0	1	0	0	0	0.11500000000000021
12.524	12.524121315192742	12.564121315192748	103	112	108	108	81.13	108	108	108	108	81.2	0	0	-0.79	0	0	0	0	43	43	0	0.04000000000000625	0	0	0	0.08	0	79.7	0	1	0	0	0	0.16500000000000092
12.689	12.689121315192743	12.869121315192771	88	93	90	90	78	90	90	90	90	77.95	0	0	-3.11	0	0	0	0	19	19	0	0.18000000000002814	0	0	0	0.125	0	77.3	0	1	0	0	0	0.21499999999999986
12.904	12.904121315192743	12.999121315192758	81	89	86	86	77.29	86	86	86	86	77.29	0	0	-0.61	0	0	0	0	14	14	0	0.09500000000001485	0	0	0	0.035	0	76.8	0	1	0	0	0	0.16000000000000014
13.064	13.064121315192743	13.159121315192758	75	89	84	84	76.75	84	84	84	84	76.79	0	0	-0.33	0	0	0	0	11	11	0	0.09500000000001485	0	0	0	0.065	0	76.1	0	1	0	0	0	0.125
13.189	13.189121315192743	13.274121315192756	80	119	92	93	78.5	83	119	83	119	82.74	1	6.17	-0.14	6.17	0	6.17	0	9	55	45	0.08500000000001329	0	0	0	0.03	0	68.8	0	1	1	0	0.665	0.08500000000001329
13.939	13.939121315192743	13.97912131519275	121	123	123	123	83.32	123	123	123	123	83.36	0	0	0.63	0	0	0	0	59	59	0	0.04000000000000625	0	0	0	0.665	0	80.6	0	1	0	1	0	0.11499999999999844
14.054	14.054121315192742	14.114121315192751	118	140	128	129	84.19	128	128	128	128	84.12	0	0	0.81	0	0	0	0	64	64	0	0.06000000000000938	0	0	0	0.075	0	81.6	0	1	0	0	0	0.14500000000000135
14.199	14.199121315192743	14.23912131519275	83	98	89	91	78.1	89	89	89	89	77.75	0	0	-6.25	0	0	0	0	18	18	0	0.04000000000000625	0	0	0	0.085	0	78.4	0	1	0	0	0	0.24499999999999922
14.444	14.444121315192742	14.459121315192744	94	98	95	95	79	95	95	95	95	78.96	0	0	1.25	0	0	0	0	26	26	0	0.015000000000002345	0	0	0	0.205	0	78.6	0	1	0	0	0	0.1750000000000007
14.619	14.619121315192743	14.684121315192753	80	85	84	83	76.68	84	84	84	84	76.79	0	0	-2.05	0	0	0	0	11	11	0	0.06500000000001016	0	0	0	0.16	0	73.6	0	1	0	0	0	0.16000000000000014
14.779	14.779121315192743	14.809121315192748	85	92	91	90	77.94	91	91	91	91	78.11	0	0	1.41	0	0	0	0	21	21	0	0.03000000000000469	0	0	0	0.095	0	76.5	0	1	0	0	0	0.17499999999999893
